particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
7,32,0,-331.4946822651,183.6294614571,19577.2579011224,19577.2579011224,-0.6653411634,0.3685616876,943.3344289586,0.3548,0
7,13,0,-331.4946822651,183.6294614571,19577.2579011224,19577.2579011224,-0.1181716208,0.1859240078,220.1559887568,0.105658,-1
7,-13,0,-331.4946822651,183.6294614571,19577.2579011224,19577.2579011224,-0.5471695424,0.1826376797,723.1784399251,0.1056580005,1
8,32,0,-122.558118382,346.4712029408,9088.5467655414,9088.5467655414,-0.1461967851,0.4132975984,560.6522838787,0.3548000001,0
8,13,0,-122.558118382,346.4712029408,9088.5467655414,9088.5467655414,-0.1073309498,0.2896948294,479.6475176293,0.105658,-1
8,-13,0,-122.558118382,346.4712029408,9088.5467655414,9088.5467655414,-0.0388658353,0.123602769,81.0047663087,0.105658,1
9,32,0,-283.9818322738,307.7088958334,11923.4587241659,11923.4587241659,-0.1527451645,0.1655072281,252.7986622353,0.3548,0
9,13,0,-283.9818322738,307.7088958334,11923.4587241659,11923.4587241659,-0.1770759282,0.1329525537,97.7260401291,0.105658,-1
9,-13,0,-283.9818322738,307.7088958334,11923.4587241659,11923.4587241659,0.0243307637,0.0325546745,155.0726221085,0.105658,1
10,32,0,-464.75012094,188.6611464501,11540.1491782799,11540.1491782799,-0.9643611827,0.3914737794,975.2547346662,0.3548000002,0
10,13,0,-464.75012094,188.6611464501,11540.1491782799,11540.1491782799,-0.2477310003,-0.0103012335,263.86036628,0.1056579999,-1
10,-13,0,-464.75012094,188.6611464501,11540.1491782799,11540.1491782799,-0.7166301829,0.4017750131,711.3943688668,0.1056579996,1
11,32,0,-187.3586769482,385.2617523812,17599.2631369963,17599.2631369963,-0.0947263707,0.1947838668,237.6265404219,0.3548,0
11,13,0,-187.3586769482,385.2617523812,17599.2631369963,17599.2631369963,-0.0761592928,0.0585057812,35.237386005,0.105658,-1
11,-13,0,-187.3586769482,385.2617523812,17599.2631369963,17599.2631369963,-0.0185670779,0.1362780855,202.3891544084,0.105658,1
12,32,0,-251.9619615341,266.5604743919,11638.1880666787,11638.1880666787,-0.1211877418,0.1282092811,226.0588793723,0.3548,0
12,13,0,-251.9619615341,266.5604743919,11638.1880666787,11638.1880666787,0.0620606522,0.1252592937,78.4625197875,0.105658,-1
12,-13,0,-251.9619615341,266.5604743919,11638.1880666787,11638.1880666787,-0.1832483941,0.0029499874,147.5963595812,0.105658,1
13,32,0,-251.9619615341,266.5604743919,2839.2169487035,2839.2169487035,-0.1211877418,0.1282092811,226.0588793723,0.3548,0
13,13,0,-251.9619615341,266.5604743919,2839.2169487035,2839.2169487035,-0.1548832815,0.0360762465,184.2026577422,0.1056580001,-1
13,-13,0,-251.9619615341,266.5604743919,2839.2169487035,2839.2169487035,0.0336955396,0.0921330346,41.8562216265,0.105658,1
14,32,0,-368.551356149,414.2609908935,4795.414550213,4795.414550213,-0.2872914557,0.3229228197,366.3722353426,0.3548,0
14,13,0,-368.551356149,414.2609908935,4795.414550213,4795.414550213,-0.0391295917,-0.0162121971,49.7396022154,0.105658,-1
14,-13,0,-368.551356149,414.2609908935,4795.414550213,4795.414550213,-0.2481618641,0.3391350169,316.6326331916,0.1056580001,1
15,32,0,-241.5423172491,523.4704650662,16785.7269963333,16785.7269963333,-0.1103683746,0.2391903209,214.7579631137,0.3548,0
15,13,0,-241.5423172491,523.4704650662,16785.7269963333,16785.7269963333,-0.1228821614,0.1303302533,180.1328908987,0.105658,-1
15,-13,0,-241.5423172491,523.4704650662,16785.7269963333,16785.7269963333,0.0125137868,0.1088600676,34.6250722168,0.105658,1
16,32,0,-375.0435072785,538.1056376252,14423.8068261631,14423.8068261631,-0.6280402707,0.9011008157,787.0524925762,0.3547999999,0
16,13,0,-375.0435072785,538.1056376252,14423.8068261631,14423.8068261631,-0.4183896985,0.4029338805,466.0773709519,0.1056579999,-1
16,-13,0,-375.0435072785,538.1056376252,14423.8068261631,14423.8068261631,-0.2096505717,0.4981669345,320.9751210577,0.1056579998,1
17,32,0,-241.5423172491,523.4704650662,1847.7935376398,1847.7935376398,-0.1103683746,0.2391903209,214.7579631137,0.3548,0
17,13,0,-241.5423172491,523.4704650662,1847.7935376398,1847.7935376398,-0.2020012291,0.155651606,146.6737296886,0.105658,-1
17,-13,0,-241.5423172491,523.4704650662,1847.7935376398,1847.7935376398,0.0916328545,0.0835387149,68.0842334269,0.105658,1
18,32,0,-375.0435072785,538.1056376252,3079.527237422,3079.527237422,-0.6280402707,0.9011008157,787.0524925762,0.3547999999,0
18,13,0,-375.0435072785,538.1056376252,3079.527237422,3079.527237422,-0.0943664723,0.2921218042,280.973739863,0.105658,-1
