particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
742,13,0,-167.2680530957,288.3032450721,702221.9385455174,702221.9385455174,-0.267962445,0.3203096669,447.1519891324,0.1056579996,-1
742,-13,0,-167.2680530957,288.3032450721,702221.9385455174,702221.9385455174,-0.3097247821,0.6753921371,1176.0688932349,0.1056579994,1
743,32,0,-377.2222192475,469.5274621884,471113.9173556034,471113.9173556034,-0.2186914486,0.2722046466,272.4785964568,0.3548,0
743,13,0,-377.2222192475,469.5274621884,471113.9173556034,471113.9173556034,0.0271098785,0.1782535663,96.5223615298,0.105658,-1
743,-13,0,-377.2222192475,469.5274621884,471113.9173556034,471113.9173556034,-0.2458013272,0.0939510803,175.9562349141,0.105658,1
744,32,0,-153.6990871838,375.8851535398,211261.1863929734,211261.1863929734,-0.3177790872,0.7771577775,971.7440340067,0.3548000004,0
744,13,0,-153.6990871838,375.8851535398,211261.1863929734,211261.1863929734,-0.2331345626,0.5076377725,483.3028696355,0.1056579999,-1
744,-13,0,-153.6990871838,375.8851535398,211261.1863929734,211261.1863929734,-0.0846445246,0.2695200051,488.4411644555,0.105658,1
745,32,0,-210.0459897677,279.3309262467,285791.6186912865,285791.6186912865,-0.1523017965,0.2025394626,340.7912925717,0.3548,0
745,13,0,-210.0459897677,279.3309262467,285791.6186912865,285791.6186912865,-0.1554868169,0.0486993022,255.9097596909,0.1056579999,-1
745,-13,0,-210.0459897677,279.3309262467,285791.6186912865,285791.6186912865,0.0031850204,0.1538401604,84.8815328596,0.105658,1
746,32,0,-243.9226226005,519.75045253,108959.0717580979,108959.0717580979,-0.0753671589,0.1605923817,145.2204977292,0.3548,0
746,13,0,-243.9226226005,519.75045253,108959.0717580979,108959.0717580979,-0.0225784197,0.1462195219,128.070366639,0.105658,-1
746,-13,0,-243.9226226005,519.75045253,108959.0717580979,108959.0717580979,-0.0527887391,0.0143728598,17.1501310901,0.105658,1
747,32,0,-210.0459897677,279.3309262467,203965.2423938378,203965.2423938378,-0.1523017965,0.2025394626,340.7912925717,0.3548,0
747,13,0,-210.0459897677,279.3309262467,203965.2423938378,203965.2423938378,-0.0042900824,-0.0130230182,180.0332140243,0.105658,-1
747,-13,0,-210.0459897677,279.3309262467,203965.2423938378,203965.2423938378,-0.1480117141,0.2155624808,160.7580785262,0.105658,1
748,32,0,-377.2222192475,469.5274621884,354102.7397485057,354102.7397485057,-0.2186914486,0.2722046466,272.4785964568,0.3548,0
748,13,0,-377.2222192475,469.5274621884,354102.7397485057,354102.7397485057,-0.2255748209,0.1974418479,237.8104651107,0.105658,-1
